"movieId","title","genres"
6411,Come September (1961),Комедия
6412,Destry Rides Again (1939),Комедия|Вестерн
6413,"Electric Horseman, The (1979)",Комедия|Вестерн
6414,Gay Purr-ee (1962),Анимация|Детский|Мюзикл
6415,Intervista (1987),Комедия|Драма
6416,King Rat (1965),Драма|Военный
6417,Live Wire (1992),Боевик
6419,Mr. & Mrs. Bridge (1990),Драма
6420,Night Passage (1957),Вестерн
6421,"Rare Breed, The (1966)",Боевик|Драма|Романтика|Вестерн
6422,Shenandoah (1965),Драма|Военный|Вестерн
6423,Straight Talk (1992),Комедия
6424,Oscar (1991),Комедия|Криминал|Мистика|Романтика
6425,"6th Man, The (Sixth Man, The) (1997)",Комедия
6426,"Far Country, The (1954)",Вестерн
6427,"Railway Children, The (1970)",Детский|Драма
6428,Two Mules for Sister Sara (1970),Комедия|Военный|Вестерн
6429,Winchester '73 (1950),Вестерн
6430,Ziggy Stardust and the Spiders from Mars (1973),Документальный|Мюзикл
6431,Battle Cry (1955),Драма|Военный
6432,"Courtship of Eddie's Father, The (1963)",Комедия
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Документальный
6434,"Objective, Burma! (1945)",Военный
6435,Operation Pacific (1951),Драма|Военный
6436,This Boy's Life (1993),Драма
6437,13 Rue Madeleine (1947),Триллер|Военный
6438,633 Squadron (1964),Драма|Военный
6439,Attack! (1956),Драма|Военный
6440,Barton Fink (1991),Драма|Триллер
6441,Battle of Britain (1969),Военный
6442,Belle époque (1992),Комедия|Романтика
6443,"Big Trail, The (1930)",Приключения|Романтика|Вестерн
6445,Cloak and Dagger (1946),Драма|Романтика
6446,"Comancheros, The (1961)",Боевик|Приключения|Драма|Романтика
6447,Duel at Diablo (1966),Военный
6448,"Flight of the Phoenix, The (1965)",Боевик|Приключения|Драма
6449,From the Terrace (1960),Драма
6450,"Heaven Knows, Mr. Allison (1957)",Драма|Военный
6451,"Hot Rock, The (1972)",Комедия|Криминал
6452,"Long, Hot Summer, The (1958)",Драма
6453,Man of Aran (1934),Документальный
6454,Music Box (1989),Драма
6455,North to Alaska (1960),Комедия|Вестерн
6456,This Man Must Die (Que la bête meure) (1969),Криминал|Драма|Триллер
6457,Sink the Bismark! (1960),Боевик|Драма|Военный
6458,"Blue Max, The (1966)",Приключения|Драма|Военный
6459,"Desert Fox, The (1951)",Драма|Военный
6460,"Trial, The (Procès, Le) (1962)",Драма
6461,"Unforgiven, The (1960)",Драма|Вестерн
6462,"Undefeated, The (1969)",Вестерн
6463,Divine Trash (1998),Документальный
6464,Good Burger (1997),Детский|Комедия
6465,Jubilee (1977),Драма
6466,Mississippi Masala (1991),Драма|Романтика
6467,Quai des Orfèvres (Jenny Lamour) (1947),Криминал|Драма
6468,"Stranger Among Us, A (1992)",Криминал|Драма|Романтика
6469,Cahill U.S. Marshal (Cahill: United States Marshal) (Wednesday Morning) (1973),Вестерн
6470,Chisum (1970),Вестерн
6471,Defense of the Realm (1986),Триллер
6472,Eat a Bowl of Tea (1989),Романтика
6473,Half Moon Street (1986),Драма|Триллер
6474,"Truce, The (a.k.a. La Tregua) (1996)",Драма
6475,Opportunity Knocks (1990),Комедия
6476,Shattered (1991),Мистика|Триллер
6477,"Song of Bernadette, The (1943)",Драма
6478,"Life and Times of Judge Roy Bean, The (1972)",Комедия|Вестерн
6479,"Spirit of '76, The (1990)",Комедия|Научная фантастика
6480,Thoroughly Modern Millie (1967),Комедия|Мюзикл
6481,Where the Heart Is (1990),Комедия|Драма
6482,Dumb and Dumberer: When Harry Met Lloyd (2003),Комедия
6483,From Justin to Kelly (2003),Мюзикл|Романтика
6484,Hollywood Homicide (2003),Боевик|Криминал|Драма
6485,Rugrats Go Wild! (2003),Приключения|Анимация|Детский|Комедия
6486,"Hard Word, The (2002)",Комедия|Криминал|Драма|Триллер
6487,"Heart of Me, The (2002)",Драма|Романтика
6488,Jet Lag (Décalage horaire) (2002),Комедия|Романтика
6489,"Loco Love (Mi Casa, Su Casa) (2002)",Комедия
6490,Manito (2002),Драма
6491,No Turning Back (2001),Приключения|Драма|Триллер
6492,Tycoon (Oligarkh) (2002),Криминал|Драма
6493,Alex and Emma (2003),Комедия|Драма|Романтика
6494,On_Line (a.k.a. On Line) (2002),Драма
6495,Experiment in Terror (1962),Криминал|Триллер
6496,Ecstasy (Éxtasis) (1996),Драма
6497,Is Paris Burning? (Paris brûle-t-il?) (1966),Драма|Военный
6498,Murphy's War (1971),Военный
6499,Orphans of the Storm (1921),Драма
6500,"Satanic Rites of Dracula, The (1974)",Ужасы
6501,Strange Planet (1999),Комедия|Романтика
6502,28 Days Later (2002),Боевик|Ужасы|Научная фантастика
6503,Charlie's Angels: Full Throttle (2003),Боевик|Приключения|Комедия|Криминал|Триллер
6504,Gasoline (Benzina) (2001),Криминал
6505,Ed and His Dead Mother (1993),Комедия|Ужасы
6506,Fulltime Killer (Chuen jik sat sau) (2001),Боевик|Триллер
6507,Just a Little Harmless Sex (1999),Комедия|Романтика
6508,"Bank, The (2001)",Триллер
6509,Ali: Fear Eats the Soul (Angst essen Seele auf) (1974),Драма|Романтика
6510,"Bodies, Rest & Motion (1993)",Драма|Романтика
6511,Jesus (1979),Драма
6512,"Long Ships, The (1963)",Приключения
6513,Made for Each Other (1939),Комедия|Драма|Романтика
6514,Ring of Terror (1962),Ужасы
6515,You Only Live Once (1937),Криминал|Фильм-нуар
6516,Anastasia (1956),Драма
6517,"Babe, The (1992)",Драма
6518,Flight of the Intruder (1991),Боевик|Военный
6519,Fun with Dick and Jane (1977),Комедия
6520,Knights of the Round Table (1953),Приключения|Драма
6521,"Main Event, The (1979)",Комедия
6522,Man's Favorite Sport? (1964),Комедия
6523,Mr. Baseball (1992),Комедия|Романтика
6524,Never on Sunday (Pote tin Kyriaki) (1960),Комедия|Драма
6525,Nuts (1987),Драма
6526,Rhapsody in August (Hachi-gatsu no kyôshikyoku) (1991),Драма
6527,Scaramouche (1952),Приключения|Романтика
6528,Start the Revolution Without Me (1970),Комедия
6529,Strange Bedfellows (1965),Комедия
6530,"Tenant, The (Locataire, Le) (1976)",Драма|Ужасы|Мистика|Триллер
6531,"Hour of the Pig, The (1993)",Криминал|Драма|Мистика
6532,Up the Sandbox (1972),Комедия
6533,"What's Up, Doc? (1972)",Комедия
6534,Hulk (2003),Боевик|Приключения|Научная фантастика
6535,"Legally Blonde 2: Red, White & Blonde (2003)",Комедия
6536,Sinbad: Legend of the Seven Seas (2003),Приключения|Анимация|Детский|Фэнтези
6537,Terminator 3: Rise of the Machines (2003),Боевик|Приключения|Научная фантастика
6538,Swimming Pool (2003),Драма|Мистика|Триллер
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Боевик|Приключения|Комедия|Фэнтези
6540,Madame Satã (2002),Драма
6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Боевик|Фэнтези|Научная фантастика
6542,"Cuckoo, The (Kukushka) (2002)",Комедия|Драма|Военный
6543,"Holy Land, The (2001)",Драма
6544,"Housekeeper, The (femme de ménage, Une) (2002)",Комедия|Драма|Романтика
6545,I Capture the Castle (2003),Драма|Романтика
6546,Km. 0 - Kilometer Zero (Kilómetro cero) (2000),Комедия|Драма
6547,Northfork (2003),Драма|Фэнтези
6548,Bad Boys II (2003),Боевик|Комедия|Криминал|Триллер
6549,How to Deal (2003),Комедия|Драма|Романтика
6550,Johnny English (2003),Боевик|Комедия|Триллер
6551,"Anarchist Cookbook, The (2002)",Комедия|Романтика
6552,Dirty Pretty Things (2002),Криминал|Драма|Триллер
6553,"Embalmer, The (Imbalsamatore, L') (2002)",Драма
6554,Garage Days (2002),Комедия|Мюзикл
6555,On the Run (2002),Криминал|Драма|Триллер
6556,"Sea Is Watching, The (Umi wa miteita) (2002)",Романтика
6557,Born to Be Wild (1995),Приключения|Детский|Комедия|Драма
6558,Curly Sue (1991),Комедия|Драма
6559,Little Giants (1994),Детский|Комедия
6560,Loose Cannons (1990),Боевик|Комедия
6561,"Mouse That Roared, The (1959)",Комедия|Военный
6562,Spencer's Mountain (1963),Комедия|Драма
6563,Masked & Anonymous (2003),Комедия|Драма
6564,Lara Croft Tomb Raider: The Cradle of Life (2003),Боевик|Приключения|Комедия|Романтика|Триллер
6565,Seabiscuit (2003),Драма
6566,Spy Kids 3-D: Game Over (2003),Боевик|Приключения|Детский
6567,Buffalo Soldiers (2001),Комедия|Криминал|Драма|Военный
6568,Camp (2003),Комедия|Мюзикл
6569,Hotel (2001),Комедия
6570,"Lucía, Lucía (Hija del caníbal, La) (2003)",Комедия|Драма
6571,"Mondays in the Sun (Lunes al sol, Los) (2002)",Драма
6572,Scorched (2003),Комедия|Криминал
6573,Avanti! (1972),Комедия|Драма
6574,Eve of Destruction (1991),Боевик|Научная фантастика|Триллер
6575,Gator (1976),Боевик|Драма
6576,Juggernaut (1974),Боевик|Триллер
6577,Kickboxer 2: The Road Back (1991),Боевик|Драма
6578,"Kiss Me, Stupid (1964)",Комедия
6579,"One, Two, Three (1961)",Комедия
6580,Possible Loves (Amores Possíveis) (2000),Комедия|Романтика
6581,"Private Life of Sherlock Holmes, The (1970)",Комедия|Драма|Мистика
6582,Remo Williams: The Adventure Begins (1985),Боевик|Комедия|Криминал|Триллер
6583,"Blood of Heroes, The (Salute of the Jugger, The) (1989)",Боевик|Научная фантастика
6584,"What's Up, Tiger Lily? (1966)",Приключения|Комедия|Криминал|Триллер
6585,White Lightning (1973),Боевик|Криминал|Драма
6586,American Wedding (American Pie 3) (2003),Комедия
6587,Gigli (2003),Комедия|Криминал|Романтика
6588,And Now... Ladies and Gentlemen... (2002),Романтика|Триллер
6589,Boys Life 4: Four Play (2003),Комедия|Драма
6590,I'll Be There (2003),Комедия|Мюзикл|Романтика
6591,"Magdalene Sisters, The (2002)",Драма
6592,"Secret Lives of Dentists, The (2002)",Драма
6593,Freaky Friday (2003),Детский|Комедия|Фэнтези
6594,Seaside (Bord de Mer) (2002),Драма
6595,S.W.A.T. (2003),Боевик|Триллер
6596,"Divorce, Le (2003)",Комедия|Драма|Романтика
6597,"Princess Blade, The (Shura Yukihime) (2001)",Боевик|Научная фантастика
6598,Step Into Liquid (2002),Документальный
6599,Accattone (1961),Драма
6600,...And God Spoke (1993),Комедия
6601,Big Trouble (1986),Комедия
6602,Brain Damage (1988),Комедия|Ужасы
6603,"Double Life, A (1947)",Криминал|Драма|Фильм-нуар
6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Комедия
6605,"Man in the Glass Booth, The (1975)",Драма
6606,Purpose (2002),Драма
6607,"Red Pony, The (1949)",Драма
6608,Sex & the Other Man (1996),Комедия|Драма
6609,"Gospel According to St. Matthew, The (Vangelo secondo Matteo, Il) (1964)",Драма
6610,"Honeymoon Killers, The (1970)",Криминал|Триллер
6611,Umberto D. (1952),Драма
6612,Brother's Keeper (1992),Документальный
6613,"Day of the Dolphin, The (1973)",Драма
6614,I Love You to Death (1990),Комедия|Криминал
6615,Freddy vs. Jason (2003),Боевик|Ужасы|Триллер
6616,Grind (2003),Боевик|Комедия
6617,Open Range (2003),Вестерн
6618,Shaolin Soccer (Siu lam juk kau) (2001),Боевик|Комедия
6619,Uptown Girls (2003),Комедия
6620,American Splendor (2003),Комедия|Драма
6621,"Backyard, The (2002)",Документальный
6622,Carnages (a.k.a. Carnage) (2002),Драма
6623,Passionada (2002),Комедия|Романтика
6624,Agent Cody Banks (2003),Боевик|Приключения|Детский|Фэнтези
6625,Camp Nowhere (1994),Приключения|Детский|Комедия
6626,"Cemetery Club, The (1993)",Комедия|Драма|Романтика
6627,Changing Habits (1997),Комедия|Драма
6628,Hot Dog... The Movie (1984),Комедия
6629,House of Wax (1953),Криминал|Ужасы|Мистика|Триллер
6630,"Inn of the Sixth Happiness, The (1958)",Приключения|Драма
6631,Man's Best Friend (1993),Ужасы|Научная фантастика|Триллер
6632,Of Unknown Origin (1983),Ужасы
6633,Prince of Jutland (a.k.a. Royal Deceit) (1994),Драма
6634,Rowing with the Wind (Remando al viento) (1988),Драма|Романтика
6635,"Rachel Papers, The (1989)",Драма|Романтика
6636,"Sure Thing, The (1985)",Комедия|Романтика
6637,Thrashin' (1986),Боевик|Драма
6638,Valley Girl (1983),Комедия|Романтика
6639,Wait Until Dark (1967),Драма|Триллер
6640,Where the Rivers Flow North (1993),Драма
6641,Code Unknown (Code inconnu: Récit incomplet de divers voyages) (2000),Драма
6642,Showdown in Little Tokyo (1991),Боевик|Криминал
6643,Tokyo Story (Tôkyô monogatari) (1953),Драма
6644,"Green Ray, The (Rayon vert, Le) (1986)",Драма|Романтика
6645,THX 1138 (1971),Боевик|Приключения|Драма|Научная фантастика
6646,Valley of the Dolls (1967),Драма
6647,"Business of Fancydancing, The (2002)",Драма
6648,Chunhyang (2000),Драма|Мюзикл|Романтика
6649,Tunes of Glory (1960),Драма
6650,Kind Hearts and Coronets (1949),Комедия|Драма
6651,Ash Wednesday (2002),Криминал|Драма
6652,Joe Kidd (1972),Вестерн
6653,"Keep, The (1983)",Ужасы|Триллер
6654,Atragon (Kaitei Gunkan) (1963),Приключения|Научная фантастика
6655,"Mysterians, The (Chikyu Boeigun) (1957)",Научная фантастика
6656,Attack of the Puppet People (1958),Ужасы|Научная фантастика
6657,"Beast from 20,000 Fathoms, The (1953)",Научная фантастика
6658,10 (1979),Комедия|Романтика
6659,Tremors (1990),Комедия|Ужасы|Научная фантастика
6660,"Red Shoes, The (1948)",Драма|Фэнтези|Мюзикл|Романтика
6661,Me & Isaac Newton (1999),Документальный
6662,"Pink Panther, The (1963)",Комедия|Криминал
6663,"Pink Panther Strikes Again, The (1976)",Комедия|Криминал
6664,Commando (1985),Боевик|Приключения
6665,Dracula (1979),Ужасы|Романтика
6666,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",Комедия|Драма|Фэнтези
6667,Waco: The Rules of Engagement (1997),Документальный
6668,"Road Home, The (Wo de fu qin mu qin) (1999)",Драма|Романтика
6669,Ikiru (1952),Драма
6670,Comic Book Villains (2002),Комедия
6671,"Angel at My Table, An (1990)",Драма
6672,War Photographer (2001),Документальный|Военный
6673,"Ay, Carmela! (¡Ay, Carmela!) (1990)",Драма|Военный
6674,War and Peace (Jang Aur Aman) (2001),Документальный|Военный
6675,Far (2001),Драма
6676,Incident at Oglala (1992),Документальный
6677,Predictions of Fire (Prerokbe Ognja) (1996),Документальный
6678,"Handmaid's Tale, The (1990)",Драма|Научная фантастика
6679,Revolution OS (2001),Документальный
6680,Live Nude Girls Unite! (2000),Документальный
6681,All the Little Animals (1998),Драма|Триллер
6682,Earth (1998),Драма|Военный
6683,Fire (1996),Драма
6684,Death in Venice (Morte a Venezia) (1971),Драма|Романтика
6685,Marci X (2003),Комедия|Мюзикл
6686,"Medallion, The (2003)",Боевик|Комедия|Криминал|Фэнтези
6687,My Boss's Daughter (2003),Комедия|Романтика
6688,Autumn Spring (Babí léto) (2001),Комедия|Драма
6689,"Battle of Shaker Heights, The (2003)",Комедия|Драма|Романтика
6690,Don't Tempt Me (Sin noticias de Dios) (2001),Комедия|Фэнтези|Мистика
6691,Dust (2001),Драма|Вестерн
6692,Stoked: The Rise and Fall of Gator (2002),Документальный
6693,Venus Boyz (2001),Документальный
6694,Suddenly (Tan de Repente) (2002),Комедия|Драма
6695,Jeepers Creepers 2 (2003),Ужасы|Триллер
6696,Bollywood/Hollywood (2002),Комедия|Драма|Мюзикл|Романтика
6697,Civil Brand (2002),Драма
6698,Nola (2002),Драма
6699,Once Upon a Time in the Midlands (2002),Драма
6700,"Other Side of the Bed, The (Otro lado de la cama, El) (2002)",Комедия|Драма|Мюзикл|Романтика
6701,Zero Day (2002),Драма
6702,Dickie Roberts: Former Child Star (2003),Комедия
6703,"Order, The (2003)",Ужасы|Мистика|Триллер
6704,Home Room (2002),Драма
6705,Party Monster (2003),Комедия|Криминал|Драма|Триллер
6706,Taking Sides (2001),Драма
6707,Cabin Fever (2002),Ужасы|Триллер
6708,Matchstick Men (2003),Комедия|Криминал|Драма
6709,Once Upon a Time in Mexico (2003),Боевик|Приключения|Криминал|Триллер
6710,Dummy (2002),Комедия|Драма|Романтика
6711,Lost in Translation (2003),Комедия|Драма|Романтика
6712,Luster (2002),Комедия|Драма|Романтика
6713,Millennium Actress (Sennen joyû) (2001),Анимация|Драма|Романтика
6714,So Close (Chik Yeung Tin Sai) (2002),Боевик|Комедия|Романтика|Триллер
6715,Children of the Night (1991),Ужасы
6716,Daisy Miller (1974),Драма
6717,Enlightenment Guaranteed (Erleuchtung Garantiert) (2000),Комедия|Драма
6718,Gotcha! (1985),Комедия
6719,Hard to Hold (1984),Драма|Романтика
6720,Kuffs (1992),Боевик|Комедия|Криминал
6721,Once Upon a Time in China (Wong Fei Hung) (1991),Боевик|Приключения|Драма
6722,Once Upon a Time in China II (Wong Fei-hung Ji Yi: Naam yi dong ji keung) (1992),Боевик|Романтика
6723,Once Upon a Time in China III (Wong Fei-hung tsi sam: Siwong tsangba) (1993),Боевик
6724,Paper Moon (1973),Комедия|Криминал|Драма
6725,Sgt. Pepper's Lonely Hearts Club Band (1978),Приключения|Мюзикл
6726,"Song for Martin, A (Sång för Martin, En) (2001)",Драма
6727,Targets (1968),Криминал|Триллер
6728,"Ugly American, The (1963)",Драма
6729,"Bostonians, The (1984)",Драма|Романтика
6730,Convoy (1978),Боевик|Комедия|Драма
6731,Day of the Dead (1985),Ужасы|Научная фантастика|Триллер
6732,"Hello, Dolly! (1969)",Комедия|Мюзикл|Романтика
6733,I'm Going Home (Je rentre à la maison) (2001),Комедия|Драма
6734,Memoirs of an Invisible Man (1992),Комедия|Романтика|Научная фантастика|Триллер
6735,"Rose, The (1979)",Драма
6736,See No Evil (1971),Криминал|Драма|Ужасы|Триллер
6737,Super Sucker (2002),Комедия
6738,Indiscretion of an American Wife (a.k.a. Terminal Station) (Stazione Termini) (1953),Драма
6739,At War with the Army (1950),Комедия|Мюзикл|Романтика
6740,Bingo (1991),Приключения|Комедия
6741,God told Me To (1976),Криминал|Ужасы|Мистика|Научная фантастика|Триллер
6742,"I, Madman (1989)",Ужасы
6743,Jungle Book (1942),Приключения|Фэнтези
6744,Once Bitten (1985),Комедия|Ужасы
6745,"Shrimp on the Barbie, The (1990)",Комедия
6746,Squirm (1976),Ужасы|Романтика
6747,"Adventures of Huckleberry Finn, The (1960)",Приключения|Детский
6748,"Brood, The (1979)",Ужасы
6749,"Prince and the Pauper, The (1937)",Приключения|Драма
6750,Anything Else (2003),Комедия|Драма|Романтика
6751,Cold Creek Manor (2003),Драма|Триллер
6752,"Fighting Temptations, The (2003)",Драма
6753,Secondhand Lions (2003),Детский|Комедия|Драма
6754,Underworld (2003),Боевик|Фэнтези|Ужасы
6755,Bubba Ho-tep (2002),Комедия|Ужасы
6756,Casa de los babys (2003),Драма
6757,Demonlover (2002),Криминал|Драма|Мистика|Триллер
6758,Emerald Cowboy (2002),Документальный|Драма
6759,Close Your Eyes (Hypnotic) (Doctor Sleep) (2002),Криминал|Триллер
6760,In This World (2002),Приключения|Драма
6761,Tibet: Cry of the Snow Lion (2002),Документальный
6762,Yossi & Jagger (2002),Драма|Романтика
6763,Duplex (2003),Комедия|Криминал
6764,"Rundown, The (2003)",Боевик|Приключения|Комедия
6765,Under the Tuscan Sun (2003),Комедия|Драма|Романтика
6766,Camera Obscura (2000),Криминал|Драма|Триллер
6767,Kart Racer (2003),Драма
6768,Luther (2003),Драма
6769,Mambo Italiano (2003),Комедия
6770,My Life Without Me (2003),Драма|Романтика
6771,Dorm Daze (National Lampoon Presents Dorm Daze) (2003),Комедия
6772,To Be and to Have (Être et avoir) (2002),Документальный
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Анимация|Комедия|Фэнтези
6774,Videodrome (1983),Фэнтези|Ужасы|Научная фантастика|Триллер
6775,Life and Debt (2001),Документальный
6776,Lagaan: Once Upon a Time in India (2001),Комедия|Драма|Мюзикл|Романтика
6777,Judgment at Nuremberg (1961),Драма
6778,Journey of Hope (Reise der Hoffnung) (1990),Драма
6779,"Same Time, Next Year (1978)",Комедия|Драма|Романтика
6780,"Brief History of Time, A (1991)",Документальный
6781,"Jacob the Liar (Jakob, der Lügner) (1975)",Драма
6782,Leningrad Cowboys Go America (1989),Комедия|Мюзикл
6783,"Rules of the Game, The (La règle du jeu) (1939)",Комедия|Драма
6784,"Song Remains the Same, The (1976)",Документальный|Мюзикл
6785,Seven Brides for Seven Brothers (1954),Комедия|Мюзикл|Романтика|Вестерн
6786,Kiss of the Spider Woman (1985),Драма
6787,All the President's Men (1976),Драма|Триллер
6788,Angie (1994),Комедия|Драма|Романтика
6789,"Apartment, The (Appartement, L') (1996)",Драма|Мистика|Романтика
6790,Avalon (2001),Драма|Фэнтези|Научная фантастика
6791,Babette's Feast (Babettes gæstebud) (1987),Драма
6792,"Barber of Siberia, The (Sibirskij tsiryulnik) (1998)",Драма|Романтика
6793,Beethoven (1992),Детский|Комедия|Драма
6794,Beethoven's 2nd (1993),Детский|Комедия
6795,Black Moon Rising (1986),Боевик|Криминал|Научная фантастика|Триллер
6796,Boyz N the Hood (1991),Криминал|Драма
6797,Bugsy (1991),Криминал|Драма
6798,Bugsy Malone (1976),Детский|Комедия|Криминал|Мюзикл
6799,By the Sword (1991),Драма
6800,Cobra (1986),Боевик|Криминал
6801,"Common Wealth (Comunidad, La) (2000)",Комедия|Триллер
6802,Consenting Adults (1992),Триллер
6803,Phenomena (a.k.a. Creepers) (1985),Ужасы|Мистика|Триллер
6804,Crimewave (1985),Комедия|Криминал
6805,Crying Freeman (1995),Боевик|Криминал|Триллер
6806,Time and Tide (Seunlau Ngaklau) (2000),Боевик|Криминал|Триллер
6807,Monty Python's The Meaning of Life (1983),Комедия
6808,Where Eagles Dare (1968),Боевик|Приключения|Военный
6809,Tightrope (1984),Триллер
6810,Sleeping with the Enemy (1991),Драма|Триллер
6811,PCU (1994),Комедия
6812,"Rookie, The (1990)",Боевик|Комедия|Триллер
6813,"Ghost and Mr. Chicken, The (1966)",Комедия|Романтика
6814,City Heat (1984),Боевик|Комедия
6815,Into the Night (1985),Боевик|Комедия|Драма|Триллер
6816,Three O'Clock High (1987),Комедия
6817,"White Hunter, Black Heart (1990)",Приключения|Драма
6818,Come and See (Idi i smotri) (1985),Драма|Военный
6819,"Rage in Harlem, A (1991)",Криминал
6820,Ginger Snaps (2000),Драма|Ужасы|Триллер
6821,More American Graffiti (1979),Комедия
6822,"Ballad of Little Jo, The (1993)",Драма|Вестерн
6823,Under Suspicion (1992),Криминал|Драма|Триллер
6824,Ruby (1992),Криминал|Драма
6825,"Reluctant Astronaut, The (1967)",Комедия
6826,"Shakiest Gun in the West, The (1968)",Комедия|Вестерн
6827,It's Pat (1994),Комедия
6828,"Sunday in the Country, A (Un dimanche à la campagne) (1984)",Драма
6829,"Gun in Betty Lou's Handbag, The (1992)",Комедия|Мистика
6830,Sudden Fear (1952),Фильм-нуар|Ужасы|Триллер
6831,Nobody's Baby (2001),Комедия
6832,Regarding Henry (1991),Драма
6833,"Debut, The (2000)",Комедия|Драма
6834,Wilder Napalm (1993),Комедия|Фэнтези|Романтика
6835,Alien Contamination (1980),Боевик|Ужасы|Научная фантастика
6836,"Amazing Transparent Man, The (1960)",Научная фантастика
6837,Love Affair (1939),Комедия|Драма|Романтика
6838,Once in the Life (2000),Криминал|Драма
6839,All I Want (Try Seventeen) (2002),Комедия|Драма|Романтика
6840,"Hospital, The (1971)",Комедия|Драма
6841,Article 99 (1992),Комедия|Драма
6842,Images (1972),Драма|Фэнтези|Ужасы
6843,Eureka (1986),Драма
6844,Oleanna (1994),Драма
6845,Chattahoochee (1989),Драма
6846,Tough Guys Don't Dance (1987),Драма
6847,There Goes My Baby (1994),Комедия|Драма
6848,Kingdom of the Spiders (1977),Ужасы|Научная фантастика
6849,Scrooge (1970),Драма|Фэнтези|Мюзикл
6850,Leap of Faith (1992),Комедия|Драма
6851,"Gas, Food, Lodging (1992)",Драма|Романтика
6852,In Cold Blood (1967),Криминал|Драма
6853,Campus Man (1987),Комедия
6854,"Bedford Incident, The (1965)",Драма|Триллер|Военный
6855,"Murderous Maids (Blessures assassines, Les) (2000)",Драма
6856,Yankee Doodle Dandy (1942),Драма|Мюзикл
6857,Ninja Scroll (Jûbei ninpûchô) (1995),Боевик|Приключения|Анимация|Фэнтези
6858,Knife in the Water (Nóz w wodzie) (1962),Драма
6859,"Devil and Daniel Webster, The (All That Money Can Buy) (1941)",Драма|Фэнтези
6860,Mobsters (1991),Криминал|Драма
6861,Charlotte Sometimes (2002),Драма|Романтика
6862,Out of Time (2003),Криминал|Драма|Триллер
6863,School of Rock (2003),Комедия|Мюзикл
6864,"Concert for George, The (2003)",Документальный|Мюзикл
6865,"Event, The (2003)",Драма
6866,Nine Dead Gay Guys (2003),Комедия|Криминал
6867,"Station Agent, The (2003)",Комедия|Драма
6868,Wonderland (2003),Криминал|Драма|Мистика|Триллер
6869,Bus 174 (Ônibus 174) (2002),Криминал|Документальный
6870,Mystic River (2003),Криминал|Драма|Мистика
6871,Good Boy! (2003),Детский|Комедия|Научная фантастика
6872,"House of the Dead, The (2003)",Боевик|Ужасы
6873,Intolerable Cruelty (2003),Комедия|Романтика
6874,Kill Bill: Vol. 1 (2003),Боевик|Криминал|Триллер
6875,Dopamine (2003),Комедия|Драма|Романтика
6876,"Flower of Evil, The (Fleur du mal, La) (2003)",Драма
6877,Girls Will Be Girls (2003),Комедия
6878,"Porn Theater (Chatte à deux têtes, La) (2002)",Драма
6879,Runaway Jury (2003),Драма|Триллер
6880,"Texas Chainsaw Massacre, The (2003)",Ужасы
6881,Pieces of April (2003),Комедия|Драма
6882,Returner (Ritaanaa) (2002),Боевик|Приключения|Научная фантастика
6883,Sylvia (2003),Драма|Романтика
6884,Veronica Guerin (2003),Криминал|Драма|Триллер
6885,In the Cut (2003),Криминал|Драма|Мистика|Романтика|Триллер
6886,Beyond Borders (2003),Драма|Романтика|Военный
6887,Radio (2003),Драма
6888,Scary Movie 3 (2003),Комедия|Ужасы
6889,Brother Bear (2003),Приключения|Анимация|Детский
6890,Elephant (2003),Драма
6891,Gypsy 83 (2001),Драма
6892,"Singing Detective, The (2003)",Комедия|Драма|Мюзикл|Мистика
6893,"Italian Job, The (1969)",Боевик|Комедия|Криминал
6894,Impulse (1984),Мистика|Научная фантастика|Триллер
6895,Normal (2003),Драма
6896,Shoah (1985),Документальный|Военный
6897,Unconditional Love (2002),Комедия|Драма
6898,Sweet Sixteen (2002),Драма
6899,Alien from L.A. (1988),Научная фантастика
6900,Black Sunday (1977),Боевик|Драма|Триллер
6901,Men of Respect (1991),Криминал|Драма|Триллер
6902,Interstate 60 (2002),Приключения|Комедия|Драма|Фэнтези|Мистика|Научная фантастика|Триллер
6903,Lipstick (1976),Драма
6905,Storyville (1992),Драма|Триллер
6906,That Was Then... This Is Now (1985),Драма
6907,Holy Matrimony (1994),Комедия|Криминал
6908,"Black Scorpion, The (1957)",Научная фантастика
6909,"Eye, The (Gin gwai) (Jian gui) (2002)",Триллер
6910,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973),Ужасы
6911,"Jolson Story, The (1946)",Мюзикл
6912,You'll Never Get Rich (1941),Комедия|Мюзикл|Романтика
6913,Frankenstein and the Monster from Hell (1974),Ужасы
6914,Preaching to the Perverted (1997),Комедия|Драма
6915,Chicago Joe and the Showgirl (1990),Драма
6916,"Magic Sword, The (1962)",Драма|Фэнтези
6917,Promised Land (1987),Драма
6918,"Unvanquished, The (Aparajito) (1957)",Драма
6919,"Hired Hand, The (1971)",Вестерн
6920,"Cercle Rouge, Le (Red Circle, The) (1970)",Криминал|Триллер
